,probabilidad
20095,0.8165057202675459
35164,0.8165057202675459
1744,0.8165057202675459
31301,0.8165057202675459
36524,0.8165057202675459
38174,0.8165057202675459
15997,0.8165057202675459
18298,0.8165057202675459
38475,0.8165057202675459
5722,0.8165057202675459
37841,0.8165057202675459
30994,0.8165057202675459
6780,0.8165057202675459
1342,0.8165057202675459
6142,0.8165057202675459
1322,0.8165057202675459
39660,0.8165057202675459
32697,0.8165057202675459
21789,0.8165057202675459
20857,0.8165057202675459
6168,0.8165057202675459
32607,0.8165057202675459
6859,0.8165057202675459
1829,0.8165057202675459
36861,0.8165057202675459
689,0.8165057202675459
17720,0.8165057202675459
36628,0.8165057202675459
13916,0.8165057202675459
40954,0.8165057202675459
41053,0.8165057202675459
34246,0.8165057202675459
26484,0.8165057202675459
32445,0.8165057202675459
4154,0.8165057202675459
30131,0.8165057202675459
30169,0.8165057202675459
37631,0.816498749830899
26358,0.816498749830899
15964,0.816498749830899
5616,0.816498749830899
8053,0.816498749830899
18491,0.816498749830899
18946,0.8162667979509889
10928,0.816192592382375
41586,0.8161113960995852
12823,0.8161113960995852
865,0.8161113960995852
31256,0.8161113960995852
3525,0.8161113960995852
33516,0.8161113960995852
1250,0.8161113960995852
16593,0.8161113960995852
16271,0.8161113960995852
16840,0.8161113960995852
22739,0.8161113960995852
19388,0.8161113960995852
27694,0.8161113960995852
36602,0.8161113960995852
29586,0.8161113960995852
8755,0.8161113960995852
34194,0.8161113960995852
20157,0.8161113960995852
32832,0.8161113960995852
2916,0.8161113960995852
29084,0.8161113960995852
26185,0.8161113960995852
31362,0.8161113960995852
7447,0.8161113960995852
8979,0.8161113960995852
4628,0.8161113960995852
1187,0.8161113960995852
25159,0.8161113960995852
1082,0.8161113960995852
19996,0.8161113960995852
33389,0.8161113960995852
20015,0.8161113960995852
8441,0.8161113960995852
16243,0.8161113960995852
39545,0.8161113960995852
4558,0.8161113960995852
15385,0.8161113960995852
13828,0.8161044256629383
39664,0.8160200579833014
22898,0.8160200579833014
32474,0.8160200579833014
18937,0.8160200579833014
1315,0.8160200579833014
41290,0.8160200579833014
41329,0.8159845100292795
38611,0.8159845100292795
1255,0.8159845100292795
36803,0.8159845100292795
13978,0.8159845100292795
32978,0.8159845100292795
39374,0.8159845100292795
3800,0.8159845100292795
18289,0.8159845100292795
35024,0.8159845100292795
30986,0.8159845100292795
23144,0.8159845100292795
5971,0.8159845100292795
3930,0.8159845100292795
10209,0.8159318912638649
15755,0.8159318912638649
16784,0.8159318912638649
38662,0.8157960707657625
2193,0.8157960707657625
4127,0.8157960707657625
8792,0.8157960707657625
32143,0.8157960707657625
31944,0.8157960707657625
26491,0.8157960707657625
9389,0.8157960707657625
756,0.8157960707657625
8624,0.8157960707657625
34986,0.8157960707657625
37092,0.8157960707657625
31188,0.8157960707657625
33446,0.8157960707657625
16577,0.8157960707657625
3894,0.8157960707657625
5495,0.8157960707657625
37216,0.8157960707657625
37736,0.8157960707657625
41393,0.8157960707657625
3866,0.8157960707657625
41472,0.8157960707657625
22483,0.8157960707657625
29005,0.8157960707657625
22785,0.8157960707657625
24241,0.8157960707657625
27881,0.8157960707657625
3831,0.8157960707657625
35012,0.8157960707657625
38401,0.8157960707657625
33293,0.8157960707657625
686,0.8157960707657625
4858,0.8157960707657625
27591,0.8157960707657625
28897,0.8157960707657625
31321,0.8157960707657625
15863,0.8157960707657625
5187,0.8157960707657625
19374,0.8157960707657625
5003,0.8157960707657625
33942,0.8157960707657625
16754,0.8157960707657625
8427,0.8157960707657625
6625,0.8157960707657625
32480,0.8157960707657625
19214,0.8157960707657625
4959,0.8157960707657625
34171,0.8157960707657625
87,0.8157960707657625
34557,0.8157960707657625
27917,0.8157960707657625
3214,0.8157960707657625
36329,0.8157960707657625
3198,0.8157960707657625
36758,0.8157960707657625
6658,0.8157960707657625
39438,0.8157960707657625
34470,0.8157960707657625
1153,0.8157960707657625
2391,0.8157960707657625
33899,0.8157960707657625
18348,0.8157960707657625
14623,0.8157960707657625
7026,0.8157960707657625
6793,0.8157960707657625
5589,0.8157960707657625
20562,0.8157960707657625
30557,0.8157960707657625
4616,0.8157960707657625
19346,0.8157960707657625
30184,0.8157960707657625
1099,0.8157960707657625
36278,0.8157960707657625
2408,0.8157960707657625
3273,0.8157960707657625
19130,0.8157960707657625
5188,0.8157960707657625
30660,0.8157960707657625
30737,0.8157960707657625
34034,0.8157960707657625
31899,0.8157960707657625
3697,0.8157960707657625
2825,0.8157960707657625
32290,0.8157960707657625
40026,0.8157960707657625
17357,0.8157960707657625
6439,0.8157960707657625
7743,0.8157960707657625
5550,0.8157960707657625
34049,0.8157960707657625
16634,0.8157960707657625
912,0.8157960707657625
37237,0.8157960707657625
10410,0.8157960707657625
8584,0.8157960707657625
37077,0.8157960707657625
2886,0.8157960707657625
6475,0.8157960707657625
34778,0.8157960707657625
36733,0.8157960707657625
27723,0.8157960707657625
32845,0.8157960707657625
25239,0.8157960707657625
3553,0.8157960707657625
19211,0.8157960707657625
26160,0.8157960707657625
7835,0.8157960707657625
36065,0.8157960707657625
8275,0.8157960707657625
28634,0.8157960707657625
39725,0.8157960707657625
12890,0.8157960707657625
3572,0.8157960707657625
39976,0.8157960707657625
33679,0.8157960707657625
46065,0.815792343267471
35680,0.8156257338153406
1223,0.8156257338153406
10828,0.8155901858613187
22228,0.8155901858613187
16485,0.8155901858613187
716,0.8155901858613187
33167,0.8155901858613187
2770,0.8155901858613187
12872,0.8155901858613187
27089,0.8155901858613187
32248,0.8154988477450351
1637,0.8154017465978016
8633,0.8154017465978016
1044,0.8154017465978016
4057,0.8154017465978016
39360,0.8154017465978016
1034,0.8154017465978016
32183,0.8154017465978016
2897,0.8154017465978016
41589,0.8154017465978016
29283,0.8154017465978016
30361,0.8154017465978016
20752,0.8154017465978016
17401,0.8154017465978016
36924,0.8154017465978016
7586,0.8154017465978016
23765,0.8154017465978016
861,0.8154017465978016
3803,0.8154017465978016
23879,0.8154017465978016
33174,0.8154017465978016
25377,0.8154017465978016
4110,0.8154017465978016
32593,0.8154017465978016
40175,0.8154017465978016
20714,0.8154017465978016
8649,0.8154017465978016
26517,0.8154017465978016
3973,0.8154017465978016
20587,0.8154017465978016
8367,0.8154017465978016
7017,0.8154017465978016
3947,0.8154017465978016
6770,0.8154017465978016
3001,0.8154017465978016
17072,0.8154017465978016
767,0.8154017465978016
34444,0.8154017465978016
20152,0.8154017465978016
6617,0.8154017465978016
37266,0.8154017465978016
27653,0.8154017465978016
33318,0.8154017465978016
7064,0.8154017465978016
27424,0.8154017465978016
7283,0.8154017465978016
35322,0.8154017465978016
698,0.8154017465978016
29542,0.8154017465978016
3230,0.8154017465978016
3414,0.8154017465978016
188,0.8154017465978016
23305,0.8154017465978016
4549,0.8154017465978016
413,0.8154017465978016
24490,0.8154017465978016
445,0.8154017465978016
5809,0.8154017465978016
38588,0.8154017465978016
31085,0.8154017465978016
32853,0.8154017465978016
470,0.8154017465978016
32906,0.8154017465978016
40565,0.8154017465978016
26755,0.8154017465978016
31708,0.8154017465978016
4811,0.8154017465978016
15808,0.8154017465978016
35710,0.8154017465978016
4249,0.8154017465978016
9619,0.8154017465978016
31071,0.8154017465978016
25661,0.8154017465978016
10325,0.8154017465978016
40986,0.8154017465978016
1652,0.8154017465978016
22865,0.8154017465978016
16639,0.8153885665351409
21527,0.8153885665351409
2489,0.8153104084815181
39719,0.8153104084815181
35891,0.8153104084815181
41270,0.8153104084815181
32429,0.8153104084815181
30785,0.8153104084815181
20179,0.8153104084815181
9026,0.8153104084815181
9325,0.8153104084815181
31257,0.8153104084815181
21588,0.8153104084815181
26033,0.8153104084815181
23371,0.8153104084815181
34157,0.8153104084815181
4649,0.8153104084815181
22751,0.8153104084815181
2309,0.8153104084815181
33559,0.8153104084815181
35789,0.8153104084815181
40707,0.8153104084815181
19193,0.8153104084815181
5223,0.8153104084815181
29540,0.8153104084815181
25694,0.8153104084815181
23935,0.8153104084815181
30826,0.8153104084815181
18308,0.8153104084815181
34115,0.8153104084815181
16595,0.8153104084815181
5937,0.8153104084815181
34969,0.8153104084815181
2192,0.8153104084815181
18960,0.8153104084815181
16037,0.8153104084815181
39238,0.8153104084815181
2368,0.8153104084815181
15954,0.8153104084815181
28689,0.8153104084815181
21000,0.8153104084815181
2088,0.8153104084815181
30011,0.8153104084815181
14643,0.8153104084815181
27390,0.8153104084815181
36183,0.8153104084815181
5735,0.8153104084815181
20452,0.8153104084815181
20969,0.8153104084815181
30083,0.8153104084815181
26348,0.8153104084815181
28443,0.8153104084815181
34382,0.8153104084815181
36238,0.8153104084815181
37004,0.8153104084815181
408,0.8153104084815181
30195,0.8153104084815181
6499,0.8153104084815181
2445,0.8153104084815181
5849,0.8153104084815181
26711,0.8153104084815181
28142,0.8153104084815181
23738,0.8153104084815181
20337,0.8153104084815181
21659,0.8153104084815181
9526,0.8153104084815181
30476,0.8153104084815181
26594,0.8153104084815181
1590,0.8153104084815181
32322,0.8153104084815181
32630,0.8153104084815181
14071,0.8153104084815181
6582,0.8153104084815181
6599,0.8153104084815181
23434,0.8153104084815181
40322,0.8153104084815181
15774,0.8153104084815181
38637,0.8153104084815181
4130,0.8153104084815181
35472,0.8153104084815181
13224,0.8153104084815181
29099,0.8153104084815181
9266,0.8153104084815181
24227,0.8153104084815181
37116,0.8153104084815181
10583,0.8153104084815181
5148,0.8153104084815181
41278,0.8153029236937995
26340,0.8153029236937995
26776,0.8153029236937995
27825,0.8152662201959014
26477,0.8152304908306522
24968,0.8152292121987283
31241,0.8152292121987283
15356,0.8152292121987283
22103,0.8152292121987283
28625,0.8152292121987283
28162,0.8152292121987283
36305,0.8152292121987283
5596,0.8152292121987283
9040,0.8152292121987283
36703,0.8152292121987283
31481,0.8152292121987283
15971,0.8152292121987283
29238,0.8152292121987283
35395,0.8152292121987283
37797,0.8152292121987283
33611,0.8152292121987283
2821,0.8152292121987283
3022,0.8152292121987283
5991,0.8152292121987283
3536,0.8152292121987283
29877,0.8152292121987283
33069,0.8152292121987283
31293,0.8152292121987283
5092,0.8152292121987283
29462,0.8152292121987283
25736,0.8152292121987283
9321,0.8152292121987283
30663,0.8152292121987283
10171,0.8151578730637232
22850,0.8151578730637232
13954,0.8150741497603641
15732,0.8149440857435838
39592,0.8149160843135572
31902,0.8149160843135572
5612,0.8149160843135572
7697,0.8149160843135572
1002,0.8149160843135572
4864,0.8149160843135572
23437,0.8149160843135572
6806,0.8149160843135572
33198,0.8149160843135572
5522,0.8149160843135572
20647,0.8149160843135572
1193,0.8149160843135572
37950,0.8149160843135572
36079,0.8149160843135572
17685,0.8149160843135572
24764,0.8149160843135572
3772,0.8149160843135572
674,0.8149160843135572
4070,0.8149160843135572
3942,0.8149160843135572
26556,0.8149160843135572
3996,0.8149160843135572
9384,0.8149160843135572
487,0.8149160843135572
38380,0.8149160843135572
5401,0.8149160843135572
20592,0.8149160843135572
39757,0.8149160843135572
6678,0.8149160843135572
24027,0.8149160843135572
26972,0.8149160843135572
21281,0.8149160843135572
3805,0.8149160843135572
7892,0.8149160843135572
419,0.8149160843135572
9974,0.8149160843135572
15960,0.8149160843135572
40935,0.8149160843135572
13859,0.8149160843135572
988,0.8149160843135572
612,0.8149160843135572
32500,0.8149160843135572
38578,0.8149160843135572
37977,0.8149160843135572
739,0.8149160843135572
14916,0.8149160843135572
32347,0.8149160843135572
16848,0.8149160843135572
34005,0.8149160843135572
34029,0.8149160843135572
21529,0.8149160843135572
31837,0.8149160843135572
6284,0.8149160843135572
5412,0.8149160843135572
30462,0.8149160843135572
37546,0.8149160843135572
34217,0.8149160843135572
11917,0.8149160843135572
25555,0.8149160843135572
37585,0.8149160843135572
36726,0.8149160843135572
12170,0.8149160843135572
37614,0.8149160843135572
15080,0.8149085995258387
6997,0.8149085995258387
34279,0.8148718960279407
7764,0.8148520134418817
43053,0.8148449475146948
54714,0.8148449475146948
59664,0.8148449475146948
55825,0.8148449475146948
50632,0.814841459508211
26665,0.8148348880307675
8237,0.8148348880307675
25983,0.8148348880307675
1519,0.8148348880307675
41118,0.8148348880307675
9394,0.8148348880307675
20822,0.8148348880307675
11011,0.8148348880307675
29840,0.8148348880307675
1795,0.8148348880307675
1683,0.8148348880307675
28030,0.8148348880307675
36516,0.8148348880307675
24802,0.8148348880307675
35982,0.8148348880307675
19396,0.8148348880307675
33372,0.8148348880307675
7661,0.8148348880307675
47780,0.8148146340179008
5634,0.8147732650931485
28525,0.8147635488957625
36074,0.8147556464800668
33568,0.8147556464800668
37090,0.8147450099576351
30466,0.8147360651267651
22982,0.8146798255924032
9014,0.8146794790428082
34434,0.8146353421801718
34425,0.8146353421801718
18523,0.8146353421801718
1089,0.8146353421801718
21544,0.8146353421801718
7295,0.8146353421801718
36118,0.8146353421801718
37025,0.8146353421801718
26958,0.8146353421801718
2684,0.8146353421801718
40071,0.8146353421801718
24156,0.8146353421801718
11612,0.8146353421801718
1791,0.8146353421801718
18160,0.8146353421801718
13781,0.8146353421801718
23698,0.8146353421801718
26891,0.8146353421801718
34044,0.8146353421801718
5794,0.814618432151163
23639,0.814618432151163
38622,0.814618432151163
8744,0.814618432151163
17443,0.814618432151163
18802,0.814618432151163
19851,0.814618432151163
38199,0.814618432151163
26377,0.814618432151163
23415,0.814618432151163
30845,0.814618432151163
25138,0.814618432151163
2147,0.814618432151163
25734,0.814618432151163
38969,0.814618432151163
30676,0.814618432151163
2145,0.814618432151163
32516,0.814618432151163
614,0.814618432151163
36523,0.814618432151163
2555,0.814618432151163
13021,0.814618432151163
8786,0.814618432151163
25420,0.814618432151163
3573,0.814618432151163
20257,0.814618432151163
9313,0.814618432151163
8152,0.814618432151163
8365,0.814618432151163
18127,0.814618432151163
4312,0.814618432151163
1543,0.814618432151163
33135,0.814618432151163
20484,0.814618432151163
15226,0.814618432151163
33798,0.814618432151163
7741,0.814618432151163
5369,0.814618432151163
35269,0.814618432151163
32731,0.814618432151163
49924,0.8145927616443447
2735,0.8145910144966889
23366,0.8145910144966889
24484,0.8145910144966889
9608,0.8145910144966889
6802,0.8145910144966889
31506,0.8145910144966889
16782,0.8145884874761196
21177,0.8144603564466746
55277,0.8144506233467341
52029,0.8144506233467341
47631,0.8144506233467341
56389,0.8144506233467341
54724,0.8144506233467341
41592,0.8143613223121059
10926,0.8143613223121059
20649,0.8143613223121059
36124,0.8143613223121059
44228,0.8143592852304504
24309,0.8143492257465229
22862,0.8143417409588044
15137,0.8143417409588044
6952,0.8143417409588044
28854,0.8143417409588044
48934,0.8142780889476607
47539,0.8142780889476607
48732,0.8142780889476607
56630,0.8142780889476607
57018,0.8142780889476607
49488,0.8142780889476607
30950,0.8142410180122109
5761,0.8142410180122109
28448,0.8142410180122109
770,0.8142410180122109
8941,0.8142410180122109
20974,0.8142410180122109
39764,0.8142410180122109
5113,0.8142241079832023
2872,0.8142241079832023
2947,0.8142241079832023
28893,0.8142241079832023
12041,0.8142241079832023
40485,0.8142241079832023
16594,0.8142241079832023
35171,0.8142241079832023
6959,0.8142241079832023
93,0.8142241079832023
21146,0.8142241079832023
34463,0.8142241079832023
33124,0.8142241079832023
1055,0.8142241079832023
34705,0.8142241079832023
33478,0.8142241079832023
33912,0.814214854888499
15278,0.814214854888499
4482,0.8142124919381456
38,0.8142064065261143
21563,0.8141966903287282
3345,0.8141966903287282
35652,0.8141941633081586
31426,0.8141496798959271
22959,0.8141496798959271
22946,0.8141496798959271
6436,0.8141496798959271
24848,0.8141327698669187
1336,0.8141327698669187
28454,0.8141327698669187
18271,0.8141327698669187
31525,0.8141327698669187
2713,0.8141327698669187
39636,0.8141327698669187
4473,0.8141327698669187
33696,0.8141327698669187
17618,0.8141327698669187
31578,0.8141327698669187
36275,0.8141327698669187
34988,0.8141327698669187
21873,0.8141327698669187
25570,0.8141327698669187
31123,0.8140684836131373
29478,0.8140684836131373
6196,0.8140684836131373
23486,0.8140684836131373
34517,0.8140684836131373
3065,0.8140684836131373
16949,0.8140684836131373
4216,0.8140684836131373
4302,0.8140684836131373
37533,0.8140684836131373
5864,0.8140684836131373
17253,0.8140684836131373
14588,0.8140684836131373
15962,0.8140684836131373
8274,0.8140684836131373
29014,0.814063423622155
14981,0.8140515735841289
1784,0.8140515735841289
30823,0.8140515735841289
37678,0.8140515735841289
5336,0.8140515735841289
20809,0.8140515735841289
29590,0.8140515735841289
26963,0.8140515735841289
21090,0.8140515735841289
33242,0.8140515735841289
19772,0.8140515735841289
36024,0.8140515735841289
15454,0.8140515735841289
39185,0.8140515735841289
3702,0.8140515735841289
18444,0.8140515735841289
24963,0.8140515735841289
37249,0.8140515735841289
6343,0.8140515735841289
21920,0.8140515735841289
19681,0.8140515735841289
11781,0.8140515735841289
8041,0.8140515735841289
2788,0.8140515735841289
3781,0.8140515735841289
16803,0.8140515735841289
36440,0.8140515735841289
27649,0.8140515735841289
4837,0.8140515735841289
37768,0.8140515735841289
4547,0.8140515735841289
23690,0.8140515735841289
22401,0.8140515735841289
18369,0.8140515735841289
26993,0.8140515735841289
1536,0.8140515735841289
5528,0.8140515735841289
33749,0.8140515735841289
1069,0.8140515735841289
23360,0.8140515735841289
23365,0.8140515735841289
27638,0.8140515735841289
29508,0.8140515735841289
37815,0.8140515735841289
4407,0.8140515735841289
38974,0.8140515735841289
19174,0.8140515735841289
28358,0.8140515735841289
26158,0.8140515735841289
33658,0.8140515735841289
21688,0.8140515735841289
26412,0.8140515735841289
25151,0.8140515735841289
38279,0.8140515735841289
14682,0.8140515735841289
34152,0.8140515735841289
6036,0.8140264156249819
35501,0.8140264156249819
36002,0.8140264156249819
27574,0.8140264156249819
32313,0.8140264156249819
28657,0.8140264156249819
3822,0.8140264156249819
4301,0.8140264156249819
20624,0.8140264156249819
38714,0.8140264156249819
30132,0.8140264156249819
39848,0.8140264156249819
9269,0.8140264156249819
20623,0.8140264156249819
28807,0.8140264156249819
19915,0.8140264156249819
27305,0.8140264156249819
2607,0.8140264156249819
21774,0.8140264156249819
7018,0.8140264156249819
16721,0.8140264156249819
5191,0.8140264156249819
1319,0.8140264156249819
1324,0.8140264156249819
34868,0.8140264156249819
18338,0.8140264156249819
2752,0.8140264156249819
29900,0.8140264156249819
940,0.8140264156249819
19754,0.8140264156249819
5636,0.8140264156249819
32508,0.8140264156249819
39637,0.8140264156249819
26457,0.8140264156249819
3146,0.8140264156249819
31589,0.8140264156249819
9247,0.8140264156249819
2095,0.8140264156249819
39044,0.8140264156249819
153,0.8140264156249819
6425,0.8140264156249819
30410,0.8140264156249819
3390,0.8140264156249819
40387,0.8140264156249819
5829,0.8140264156249819
31231,0.8140264156249819
18636,0.8140264156249819
16266,0.8140264156249819
16211,0.8140264156249819
41000,0.8140106000463356
2743,0.8140106000463356
34212,0.8139746941624301
49594,0.8139649610624897
5222,0.8139620469266236
31287,0.8138934978796403
43579,0.8138837647796999
53538,0.8138837647796999
51424,0.8138837647796999
60111,0.8138691475064871
42713,0.8138581689931306
28016,0.8137944637450717
16225,0.8137553557279664
30745,0.8137384456989579
24222,0.8137384456989579
3588,0.8137384456989579
5007,0.813724106666563
38302,0.8136980853964852
34509,0.8136741594451766
1822,0.8136741594451766
11544,0.8136741594451766
17366,0.8136741594451766
